,brand,efficancy_long,efficancy_short,lavant,presentation,product,quality,rincable,smell,texture,chemical,chemical_name
6905,nivea,,,,4.2,Cleansing Milk & Tonic 2 in 1,4.0,,4.6,4.1,13463-67-7,Titanium dioxide
7155,nivea,,,,4.4,Summer Beauty - Nivea Visage,3.8,,4.4,4.5,13463-67-7,Titanium dioxide
7302,nivea,,,,4.2,Gentle Scrub - Nivea Bath Care,4.2,,4.7,4.2,13463-67-7,Titanium dioxide
7327,nivea,2.6,2.8,,4.0,Treatment Concealer Anti-pockets - Aqua Sensation,2.9,,3.8,3.9,13463-67-7,Titanium dioxide
7362,nivea,3.5,3.8,,3.9,All Day Aqua - Nivea Visage,3.6,,4.1,4.2,13463-67-7,Titanium dioxide
7401,nivea,,,,4.1,SOS Hand Cream,4.0,,4.2,4.2,13463-67-7,Titanium dioxide
7417,nivea,3.2,3.5,,4.5,Sensitive Deo Compact - Nivea Deodorant,3.2,,3.4,3.7,13463-67-7,Titanium dioxide
7584,nivea,,,,4.1,Tonic Gloss Control - Nivea Visage,3.8,,4.2,4.4,13463-67-7,Titanium dioxide
7585,nivea,,,,,Ideal Revolution Waterproof - Nivea Beaute,3.6,,,,13463-67-7,Titanium dioxide
7598,nivea,3.0,3.0,,3.6,Cellular Renovator Day - DNAge,3.4,,3.8,3.8,13463-67-7,Titanium dioxide
7599,nivea,3.3,3.5,,3.9,Renovator Cellular Night - DNAge,3.7,,4.0,4.2,13463-67-7,Titanium dioxide
7601,nivea,2.7,2.9,,3.3,Cellular Renovator Eyes - DNAge,3.1,,3.6,3.8,13463-67-7,Titanium dioxide
7602,nivea,,,,4.1,Volume Shine Hairspray,3.1,,,3.4,13463-67-7,Titanium dioxide
7672,nivea,,,4.3,4.0,Creme Soap - Nivea Bath care,3.8,4.2,3.8,4.0,13463-67-7,Titanium dioxide
7679,nivea,,,,3.7,Creative Eyes Mono,2.7,,,3.6,13463-67-7,Titanium dioxide
7968,nivea,4.6,4.8,,4.2,Restructuring Care - Nivea Vital,5.0,,4.8,4.8,13463-67-7,Titanium dioxide
8369,nivea,2.3,3.1,,3.9,Fluid Control Brightness - Nivea Visage,3.2,,3.7,3.9,13463-67-7,Titanium dioxide
8408,nivea,,,,3.8,Tonic Gloss Control - Nivea Visage,3.6,,4.0,3.9,13463-67-7,Titanium dioxide
8543,nivea,3.6,3.8,,3.7,Day Care Hydrating Skin reactive - Sensitive,3.7,,3.4,4.0,13463-67-7,Titanium dioxide
8860,nivea,,,,4.3,Change Sensitive Wipes - Nivea Baby,3.7,,4.2,4.4,13463-67-7,Titanium dioxide
8960,nivea,,,,4.2,Abracada Shower - Nivea Baby Toddies,3.3,,4.2,4.2,13463-67-7,Titanium dioxide
8986,nivea,,,,4.4,Calcium Power,3.9,,,3.9,13463-67-7,Titanium dioxide
9019,nivea,,,,4.2,Regenerating Night Care - Nivea Hand,4.0,,4.0,4.0,13463-67-7,Titanium dioxide
9069,nivea,,,4.4,4.3,Moisturizing Shower Sensation - Nivea Bath Care,3.6,4.5,4.1,4.6,13463-67-7,Titanium dioxide
9098,nivea,,,,4.0,Regenerating Mask with Honey - Nivea Visage,4.1,,4.4,4.3,13463-67-7,Titanium dioxide
9405,nivea,3.8,4.2,,3.7,Relaxing Oil Care - Nivea Body,4.0,,4.4,4.2,13463-67-7,Titanium dioxide
9412,nivea,,,,,Sensitive Shaving foam - Nivea for Men,,,4.0,,13463-67-7,Titanium dioxide
9423,nivea,,,4.4,4.2,Milk Soft Shower - Nivea Bath Care,4.2,4.6,4.7,4.5,13463-67-7,Titanium dioxide
9433,nivea,3.8,3.9,,3.4,Milk Nourishing Cream - Nivea Body,3.8,,3.8,3.2,13463-67-7,Titanium dioxide
9440,nivea,,,,3.9,Creamy Metal - Nivea Beaute,2.9,,,2.9,13463-67-7,Titanium dioxide
9441,nivea,,,,3.8,Ideal Finish,4.1,,,4.0,13463-67-7,Titanium dioxide
9531,nivea,,,4.5,4.5,Intimate Gel Soothing Fleur D'Elle - Nivea Intimate,4.3,4.5,4.4,4.5,13463-67-7,Titanium dioxide
9868,nivea,,,,4.0,Reparation ointment Anti-Redness - Nivea Baby,4.5,,4.5,3.5,13463-67-7,Titanium dioxide
9988,nivea,,,,,Max Volume - Nivea Beaute,3.9,,,,13463-67-7,Titanium dioxide
10011,nivea,,,,4.1,Milk protector - Nivea Sun Children,3.6,,4.2,3.9,13463-67-7,Titanium dioxide
10278,nivea,3.8,4.3,4.4,4.3,Shampoo Beauty Care - Nivea Hair Care,4.0,4.2,4.5,4.6,13463-67-7,Titanium dioxide
10450,nivea,3.0,3.3,,3.7,Zone Action - DNAge,3.3,,3.6,3.7,13463-67-7,Titanium dioxide
10624,nivea,,,,3.8,Summer Fair Skin Beauty has Normals - Nivea Body,3.4,,2.7,3.9,13463-67-7,Titanium dioxide
10626,nivea,,,,3.8,Summer Beauty Oily has Mates - Nivea Body,3.7,,3.0,3.8,13463-67-7,Titanium dioxide
10628,nivea,,,,4.0,Double Action Programme Good Bye Cellulite - Nivea Body,3.4,,3.9,4.1,13463-67-7,Titanium dioxide
10991,nivea,4.2,4.4,,4.2,Atomizer Nivea Dry Comfort,3.8,,3.7,4.0,13463-67-7,Titanium dioxide
11029,nivea,,,,,Volume Impact - Nivea Beaute,3.6,,,,13463-67-7,Titanium dioxide
11068,nivea,,,,,Impact Volume Waterproof - Nivea Beaute,2.8,,,,13463-67-7,Titanium dioxide
11108,nivea,,,,3.7,Softness Remover Wipes - Nivea Visage,3.5,,4.3,3.7,13463-67-7,Titanium dioxide
11110,nivea,,,,3.8,Freshness Remover Wipes - Nivea Visage,3.1,,3.9,3.4,13463-67-7,Titanium dioxide
11274,nivea,,,4.4,4.2,Fitness Fresh Shower Gel,3.4,4.6,4.0,4.2,13463-67-7,Titanium dioxide
11338,nivea,3.8,4.1,,4.0,Day Care Moisturizer - Nivea Visage,4.2,,4.3,4.3,13463-67-7,Titanium dioxide
11388,nivea,,,,3.8,Balancing Purifying Mask - Nivea Visage,3.5,,3.8,4.0,13463-67-7,Titanium dioxide
11566,nivea,,,4.4,4.1,Soft Creme,4.1,4.2,4.2,4.5,13463-67-7,Titanium dioxide
11662,nivea,,,,4.4,Intense Hydrating Mask - Nivea Visage,4.6,,4.4,4.5,13463-67-7,Titanium dioxide
11776,nivea,,,4.5,4.1,Happy Time Shower Milk,4.1,4.3,4.3,4.5,13463-67-7,Titanium dioxide
11860,nivea,3.1,3.7,,4.2,Fresh atomizer Energy - Nivea Deodorant,3.1,,3.2,3.4,13463-67-7,Titanium dioxide
11885,nivea,,,,4.4,Volume Shine Ice,3.6,,,4.4,13463-67-7,Titanium dioxide
12028,nivea,4.4,5.0,,4.7,Anti-Perspirant spray Gentle Care - Nivea for Men,4.6,,4.4,4.1,13463-67-7,Titanium dioxide
12063,nivea,,,4.6,4.5,Cashmere Moments,4.4,4.4,4.3,4.7,13463-67-7,Titanium dioxide
12064,nivea,,,4.3,4.2,Pure Sensitive Shower Gel,3.8,4.3,3.2,4.3,13463-67-7,Titanium dioxide
12065,nivea,,,4.2,4.1,Natural Oil,3.9,4.1,3.9,4.3,13463-67-7,Titanium dioxide
12066,nivea,,,4.7,4.0,Dermo Sensitive Shower and Bath,4.1,4.4,4.3,4.5,13463-67-7,Titanium dioxide
12067,nivea,,,4.4,3.8,Sport Shower Gel - Nivea for Men,4.4,4.0,4.2,4.4,13463-67-7,Titanium dioxide
12068,nivea,,,4.5,4.0,Sensitive Shower Gel - Nivea for Men,2.5,3.5,3.5,3.5,13463-67-7,Titanium dioxide
12069,nivea,,,4.4,4.4,Energy Shower Gel - Nivea for Men,4.1,4.2,4.3,4.7,13463-67-7,Titanium dioxide
12073,nivea,,,,4.2,Nourishing Bath Oil,4.1,4.1,4.2,4.5,13463-67-7,Titanium dioxide
12083,nivea,4.1,4.2,,4.0,Nivea creme,4.3,,4.4,3.6,13463-67-7,Titanium dioxide
12301,nivea,2.9,3.2,,3.9,Day Care Tint Moisturizer - Nivea Visage,3.4,,3.6,3.5,13463-67-7,Titanium dioxide
12423,nivea,,,,4.5,Hydra Balance Gel - Nivea Hair Care,4.0,,3.5,4.5,13463-67-7,Titanium dioxide
12507,nivea,,,,3.7,Perfection Pressed Powder - Ideal Finish,3.8,,,4.2,13463-67-7,Titanium dioxide
12551,nivea,,,4.6,4.1,Creme Soft Soap,4.2,4.5,4.4,4.4,13463-67-7,Titanium dioxide
12676,nivea,3.2,3.8,,3.9,Stick Sensitive Balm - Nivea Deodorant,3.1,,3.1,3.2,13463-67-7,Titanium dioxide
12798,nivea,3.8,4.1,4.3,4.0,Brilliant Blonde - Nivea Hair Care,4.2,4.2,4.3,4.6,13463-67-7,Titanium dioxide
12799,nivea,3.9,4.2,,3.8,After-shampoo Shiny Blonde - Nivea Hair Care,4.1,,3.8,4.1,13463-67-7,Titanium dioxide
12918,nivea,,,,3.8,Spray Tanning Body Care - Sun Touch,3.0,,2.0,3.6,13463-67-7,Titanium dioxide
13007,nivea,,,,4.3,Invigorating Cleansing Gel - Oxygen Power,3.8,,4.0,4.1,13463-67-7,Titanium dioxide
13060,nivea,3.3,3.7,,4.2,Day Care Invigorating - Oxygen Power,3.3,,3.8,4.0,13463-67-7,Titanium dioxide
13061,nivea,3.8,3.9,,4.0,Invigorating Night Care - Oxygen Power,3.8,,4.0,4.3,13463-67-7,Titanium dioxide
13064,nivea,,,,3.8,Milk Carotene care protector - Nivea Sun,3.9,,3.9,3.7,13463-67-7,Titanium dioxide
13095,nivea,3.6,4.3,,4.3,Deo Fresh Energy Ball - Nivea Deodorant,3.7,,4.2,4.1,13463-67-7,Titanium dioxide
13185,nivea,,,,4.0,Freshness Moisturizing Mask - Nivea Visage,3.9,,4.0,4.0,13463-67-7,Titanium dioxide
13222,nivea,3.1,3.6,,3.5,Atomizer Dry Impact - Nivea for Men,3.0,,3.8,3.2,13463-67-7,Titanium dioxide
505,mac,,,,,Brush Eyes 242,4.2,,,,13463-67-7,Titanium dioxide
1677,mac,,,,,Zoom Lash,3.3,,,,13463-67-7,Titanium dioxide
2028,mac,,,,4.5,Powerpoint Eye Pencil,3.9,,,4.5,13463-67-7,Titanium dioxide
2141,mac,,,,3.9,Select SPF 15,3.3,,,4.2,13463-67-7,Titanium dioxide
2143,mac,,,,3.7,Loose Powder,3.8,,,4.3,13463-67-7,Titanium dioxide
2264,mac,,,,3.5,Studio Matte Finish,3.0,,,3.5,13463-67-7,Titanium dioxide
2265,mac,,,,,Compact Powder Puff,2.7,,,,13463-67-7,Titanium dioxide
2329,mac,,,,4.0,Paintings,3.9,,,4.3,13463-67-7,Titanium dioxide
2836,mac,,,,4.3,Powder Matifiante,4.0,,,4.5,13463-67-7,Titanium dioxide
4246,mac,,,,4.1,Studio Tech,3.2,,,4.0,13463-67-7,Titanium dioxide
4305,mac,,,,4.5,Lip Pencil,4.1,,,4.5,13463-67-7,Titanium dioxide
4925,mac,,,,4.5,Studio Stick Concealer,3.3,,,3.8,13463-67-7,Titanium dioxide
5161,mac,,,,,Pro Longlash,3.4,,,,13463-67-7,Titanium dioxide
5179,mac,,,,4.2,Select Cover-Up,3.7,,,4.1,13463-67-7,Titanium dioxide
5278,mac,,,,4.5,Nail polish,3.6,,,3.9,13463-67-7,Titanium dioxide
5301,mac,,,,4.5,LusTreGlasS,4.1,,,4.4,13463-67-7,Titanium dioxide
5303,mac,,,,4.5,Beauty Powder,4.4,,,4.8,13463-67-7,Titanium dioxide
5563,mac,,,,4.0,Prep + Prime Eye,3.0,,,4.0,13463-67-7,Titanium dioxide
5571,mac,,,,4.0,Remover Wipes,2.1,,3.3,3.6,13463-67-7,Titanium dioxide
5572,mac,,,,4.4,Glimmershimmer,3.9,,,4.9,13463-67-7,Titanium dioxide
5606,mac,,,,4.4,Lipstick,4.0,,,4.5,13463-67-7,Titanium dioxide
5929,mac,,,,4.4,Pro Longwear Lipcolor,3.7,,,4.1,13463-67-7,Titanium dioxide
6039,mac,,,,4.1,Select MoistureCover,3.6,,,4.3,13463-67-7,Titanium dioxide
6040,mac,,,,3.7,Studio Fix Fluid SPF15,3.6,,,4.2,13463-67-7,Titanium dioxide
6125,mac,,,,3.7,Iridescent pearl powder,3.7,,,4.2,13463-67-7,Titanium dioxide
6127,mac,,,,4.5,Shadestick,3.9,,,4.1,13463-67-7,Titanium dioxide
6156,mac,,,,4.6,Lipgelee - Lipglass,3.9,,,4.6,13463-67-7,Titanium dioxide
6340,mac,,,,4.4,Prep + Prime Skin,3.4,,,4.4,13463-67-7,Titanium dioxide
6544,mac,,,,4.4,Eye Shadow,4.0,,,4.6,13463-67-7,Titanium dioxide
6598,mac,,,,,Eyelash curler,3.8,,,,13463-67-7,Titanium dioxide
6894,mac,,,,4.5,Technakhol Liner,3.7,,,4.3,13463-67-7,Titanium dioxide
7021,mac,,,,4.2,Opaque background Complexion,3.4,,,4.5,13463-67-7,Titanium dioxide
7107,mac,,,,4.5,Duo Eyeshadow has Paupieres,4.3,,,4.3,13463-67-7,Titanium dioxide
7117,mac,,,,,Bevels brush 266,4.5,,,,13463-67-7,Titanium dioxide
7289,mac,,,,4.3,Liquidlast Liner,3.8,,,3.7,13463-67-7,Titanium dioxide
7301,mac,,,,4.4,Plushglass,3.8,,,4.3,13463-67-7,Titanium dioxide
7325,mac,,,,4.5,Fix +,3.6,,,4.5,13463-67-7,Titanium dioxide
7326,mac,,,,4.3,Mixing Medium Water Base - Mac Pro,4.3,,,4.6,13463-67-7,Titanium dioxide
7425,mac,,,,4.4,Tinted Lipglass,3.9,,,4.0,13463-67-7,Titanium dioxide
7432,mac,,,,4.2,Scrub Microfine Refinisher,4.1,,3.9,4.4,13463-67-7,Titanium dioxide
7527,mac,,,,,Cleaner Brushes,4.1,,,,13463-67-7,Titanium dioxide
7531,mac,,,,4.6,Select Sheer Pressee,3.6,,,4.2,13463-67-7,Titanium dioxide
7596,mac,3.4,4.2,,4.3,Light Moisturizer,3.2,,3.8,4.3,13463-67-7,Titanium dioxide
7840,mac,,,,,Pump Base Complexion,4.1,,,,13463-67-7,Titanium dioxide
7841,mac,,,,4.5,Pearl powder Pressee,3.8,,,4.1,13463-67-7,Titanium dioxide
7927,mac,,,,3.8,Mists Studio,3.8,,,4.5,13463-67-7,Titanium dioxide
7929,mac,,,,4.0,Blush Studio Mists,3.0,,,4.5,13463-67-7,Titanium dioxide
8161,mac,,,,4.5,Powder Blush Eyebrows,4.1,,,4.6,13463-67-7,Titanium dioxide
8197,mac,,,,,Prep + Prime Lash,3.9,,,,13463-67-7,Titanium dioxide
8312,mac,,,,4.2,Liquid eyeliner,3.4,,,4.2,13463-67-7,Titanium dioxide
8406,mac,,,,4.3,Shaping Wax for Eyebrows,3.7,,,4.1,13463-67-7,Titanium dioxide
8475,mac,4.0,4.0,,4.0,Lip Balm SPF 15 in Baton,3.0,,5.0,5.0,13463-67-7,Titanium dioxide
8476,mac,3.0,3.5,,3.5,Lip salve,3.5,,3.0,3.5,13463-67-7,Titanium dioxide
8477,mac,,,,4.0,Gel Freshness,4.0,,1.0,4.0,13463-67-7,Titanium dioxide
8479,mac,,,,4.5,Base Varnish,3.5,,,4.5,13463-67-7,Titanium dioxide
8659,mac,,,,4.2,Add powder Matifiante,3.9,,,4.6,13463-67-7,Titanium dioxide
8867,mac,,,,4.5,Cleanse Off Oil,3.7,,4.2,4.5,13463-67-7,Titanium dioxide
8868,mac,,,,4.5,Cleansing for the Eyes Pro,3.0,,,4.5,13463-67-7,Titanium dioxide
8926,mac,,,,4.4,Suedine 6 Tons for Eyes Intense - Formal Black,4.4,,,,13463-67-7,Titanium dioxide
8929,mac,,,,,Splashproof Lash,3.5,,,,13463-67-7,Titanium dioxide
8930,mac,,,,,Mascara X,3.8,,,,13463-67-7,Titanium dioxide
8931,mac,,,,,Loud Lash,4.0,,,,13463-67-7,Titanium dioxide
8933,mac,,,,4.6,Red Lips Viva Glam,3.9,,,4.5,13463-67-7,Titanium dioxide
8934,mac,,,,4.7,Cremestick liner,4.2,,,4.7,13463-67-7,Titanium dioxide
9334,mac,2.2,3.4,,4.2,Instant Cream for Eyes,2.6,,3.6,4.1,13463-67-7,Titanium dioxide
9567,mac,,,,4.8,Chromeglass - Shiny Lipstick,4.4,,,4.8,13463-67-7,Titanium dioxide
9568,mac,,,,4.1,Lacquer - Lacquer,4.0,,,3.9,13463-67-7,Titanium dioxide
9582,mac,,,,4.5,Raquel Welch Red Lips,3.8,,,4.5,13463-67-7,Titanium dioxide
9583,mac,,,,5.0,Raquel Welch Lip Glass,4.0,,,4.5,13463-67-7,Titanium dioxide
9584,mac,,,,4.7,Raquel Welch Powder Beaute,4.5,,,4.9,13463-67-7,Titanium dioxide
9585,mac,,,,4.3,Studio Finish Concealer Palette SPF 15,3.7,,,4.3,13463-67-7,Titanium dioxide
9586,mac,,,,4.3,BlushCreme,3.9,,,4.3,13463-67-7,Titanium dioxide
9787,mac,,,,4.3,Glitter Eye Liner,3.9,,,4.4,13463-67-7,Titanium dioxide
10505,mac,,,,4.3,Prep + Prime Face Protection SPF 50,3.8,,3.9,4.5,13463-67-7,Titanium dioxide
10539,mac,3.6,4.3,,3.7,Balm SPF 15 Lip Colors for,3.7,,4.4,4.5,13463-67-7,Titanium dioxide
10540,mac,3.2,3.7,,3.1,Lip Moisturizer SPF 15,2.7,,3.6,3.6,13463-67-7,Titanium dioxide
10602,mac,,,,,Glue Eyelashes,2.0,,,,13463-67-7,Titanium dioxide
10727,mac,,,,4.1,Prep + Prime Lip,3.0,,,4.1,13463-67-7,Titanium dioxide
11128,mac,,,,4.5,Base Complexion Studio Stick SPF 15,3.3,,,4.1,13463-67-7,Titanium dioxide
11278,mac,,,,4.3,Mineralize SPF 15 Foundation SatinFinish,2.9,,,3.8,13463-67-7,Titanium dioxide
11315,mac,,,,4.7,Select Moistureblend SPF 15,4.0,,,4.5,13463-67-7,Titanium dioxide
11988,mac,4.1,4.7,,4.0,For Baume Colore SPF 12 Lip Tendertone,3.9,,4.9,4.8,13463-67-7,Titanium dioxide
12226,mac,,,,,Tweezers,4.5,,,,13463-67-7,Titanium dioxide
12227,mac,3.7,4.2,,4.4,Lip Moisturizer SPF 15 Stick,3.5,,4.2,4.4,13463-67-7,Titanium dioxide
12228,mac,,,,4.5,Eyebrow pencil,3.6,,,4.7,13463-67-7,Titanium dioxide
12229,mac,,,,,Sponge Oval,4.0,,,,13463-67-7,Titanium dioxide
12231,mac,,,,,Sponge Base Complexion,3.0,,,,13463-67-7,Titanium dioxide
12513,mac,,,,3.7,Foundation Hyper Real SPF 15,3.6,,,4.5,13463-67-7,Titanium dioxide
12897,mac,,,,4.4,Paint Pot,4.0,,,4.4,13463-67-7,Titanium dioxide
12922,mac,,,,,Malette 1.6,5.0,,,,13463-67-7,Titanium dioxide
1251,wella,,,,4.5,Massive Plastic Elastic - New Wave,3.5,,5.0,4.0,13463-67-7,Titanium dioxide
2074,wella,3.7,4.1,,3.9,2.1 Hydro Milk - Professional Care System,3.6,,4.4,4.3,13463-67-7,Titanium dioxide
2086,wella,,,,4.8,Shine Spray - High Hair,4.2,,4.8,4.8,13463-67-7,Titanium dioxide
2522,wella,,,,,Koleston Perfect,4.5,,,,13463-67-7,Titanium dioxide
3377,wella,3.4,4.2,4.1,3.7,Regulate Shampoo - Professional Care System,3.1,3.9,4.2,3.7,13463-67-7,Titanium dioxide
3383,wella,3.5,4.5,,4.3,Ends Express - System Professional,2.8,,4.0,4.5,13463-67-7,Titanium dioxide
4272,wella,3.3,3.7,4.1,3.9,Volume Shampoo - Professional Care System,3.3,4.1,3.6,4.3,13463-67-7,Titanium dioxide
4286,wella,4.0,4.1,,4.4,Extra Care Conditioning Spray - Lifetex Nutri-Care,3.4,,4.3,4.6,13463-67-7,Titanium dioxide
4687,wella,4.0,4.0,5.0,4.0,Shampoo S - Pro Hair Care,4.0,5.0,4.0,4.0,13463-67-7,Titanium dioxide
5363,wella,,,,,Wooden brush Wella,4.0,,,,13463-67-7,Titanium dioxide
6489,wella,4.9,4.9,,2.9,Treating Creme Herbs,3.9,,5.0,4.9,13463-67-7,Titanium dioxide
8028,wella,4.0,4.4,4.4,4.1,Hydro Shampoo - Professional Care System,3.6,4.4,4.6,4.4,13463-67-7,Titanium dioxide
8030,wella,4.3,4.5,4.7,4.1,Repair Shampoo - Professional Care System,3.7,4.5,4.5,4.7,13463-67-7,Titanium dioxide
8769,wella,,,,2.0,Curl Defining Wax - ShockWave,5.0,,4.0,3.0,13463-67-7,Titanium dioxide
8881,wella,,,,,Color Touch,4.2,,,,13463-67-7,Titanium dioxide
10054,wella,3.2,4.4,,4.4,2.0 Enrich Balm - System Professional,3.0,,4.0,4.4,13463-67-7,Titanium dioxide
10585,wella,3.4,3.5,3.7,4.1,Color saver shampoo,3.1,4.2,4.0,4.3,13463-67-7,Titanium dioxide
10678,wella,3.9,4.4,,4.1,Hydro Mask,3.6,,4.4,4.5,13463-67-7,Titanium dioxide
10891,wella,5.0,5.0,,5.0,Relax Fluid - Sunset System Professional Sun,4.0,,5.0,5.0,13463-67-7,Titanium dioxide
12105,wella,3.0,3.2,3.6,4.4,Shampoo Fine Hair - Hair Pro,2.8,4.2,3.4,4.4,13463-67-7,Titanium dioxide
12125,wella,2.0,2.0,3.0,4.5,Abimes Hair Shampoo - Hair Pro,1.5,3.5,2.0,4.5,13463-67-7,Titanium dioxide
12652,wella,4.0,4.3,3.9,4.3,Reflection Silver Shampoo - Lifetex Color Reflex,4.0,4.3,3.7,4.5,13463-67-7,Titanium dioxide
13025,wella,3.9,4.3,4.3,4.4,Color Protection Shampoo - Lifetex Nutri-Care,3.9,4.3,4.6,4.6,13463-67-7,Titanium dioxide
2049,elizabeth arden,1.7,2.0,,3.3,Perfect Lips - Ceramide Plump,1.7,,3.0,3.0,13463-67-7,Titanium dioxide
2730,elizabeth arden,4.1,4.0,,4.0,Advanced Anti-oxidant Cream SPF 15 - First Defense,3.4,,3.6,4.3,13463-67-7,Titanium dioxide
3173,elizabeth arden,,,,4.3,Brillant Intense Lip,3.5,,,4.0,13463-67-7,Titanium dioxide
3493,elizabeth arden,3.8,4.1,,4.0,Complex Moisturizing Creme - Visible Difference,3.2,,3.2,4.3,13463-67-7,Titanium dioxide
3518,elizabeth arden,4.0,4.8,4.8,4.6,Energizing Shampoo - Green Tea,3.9,4.6,4.6,4.8,13463-67-7,Titanium dioxide
3519,elizabeth arden,4.0,4.7,,4.5,Energizing Shampoo after - Green Tea,3.8,,4.7,4.5,13463-67-7,Titanium dioxide
4058,elizabeth arden,3.0,4.0,,3.0,Cleansing Lotion - Visible Whitening,3.5,,2.5,4.5,13463-67-7,Titanium dioxide
4801,elizabeth arden,3.8,4.3,,4.5,Matte Moisturising Fluid - Visible Difference,3.8,,3.3,4.0,13463-67-7,Titanium dioxide
5089,elizabeth arden,4.0,4.5,,4.2,Protective Balm for Lips SPF 15 - Eight Hour Cream,3.2,,3.4,4.4,13463-67-7,Titanium dioxide
5603,elizabeth arden,4.7,4.8,,4.1,Nectar Honey Creme Body - Green Tea,4.0,,4.9,4.9,13463-67-7,Titanium dioxide
7374,elizabeth arden,4.0,4.5,,3.8,Fluid Daily Moisturizer SPF 15,4.3,,4.0,4.8,13463-67-7,Titanium dioxide
7720,elizabeth arden,2.9,3.1,,4.1,Perfect Eye - Ceramide Plump,3.0,,3.6,4.1,13463-67-7,Titanium dioxide
8268,elizabeth arden,,,,4.0,Anti-Cellulite Treatment - The Green,3.3,,3.3,3.3,13463-67-7,Titanium dioxide
8291,elizabeth arden,4.5,4.0,,4.0,Moisturizing Creme Continuous - Visible Difference,3.0,,3.5,5.0,13463-67-7,Titanium dioxide
8683,elizabeth arden,3.8,4.0,,4.0,Bye Lines Anti-Wrinkle Serum - Millenium,3.5,,3.7,4.3,13463-67-7,Titanium dioxide
9105,elizabeth arden,,,,5.0,Relaxation Bath Salts - Green Tea,4.0,5.0,5.0,5.0,13463-67-7,Titanium dioxide
10241,elizabeth arden,,,,4.6,Exceptional Lipstick,3.5,,,4.5,13463-67-7,Titanium dioxide
10242,elizabeth arden,,,,4.0,Shine Pops,2.5,,,2.5,13463-67-7,Titanium dioxide
10855,elizabeth arden,,,,3.8,Clarifying Balancing Tonic - Visible Difference,3.6,,4.1,3.8,13463-67-7,Titanium dioxide
11225,elizabeth arden,,,,,Double Density Maximum Volume Mascara,3.4,,,,13463-67-7,Titanium dioxide
11450,elizabeth arden,4.1,4.2,,4.6,Time Complex Moisture Cream SPF 15 - Ceramide,3.2,,4.2,4.3,13463-67-7,Titanium dioxide
11460,elizabeth arden,3.3,3.8,,4.0,Good Morning Skin Serum Energizing - Eclat,3.0,,3.8,4.3,13463-67-7,Titanium dioxide
11795,elizabeth arden,2.7,4.0,,4.3,Hydrating Eye Creme 24 Continue,2.7,,4.0,5.0,13463-67-7,Titanium dioxide
12044,elizabeth arden,4.1,4.4,,3.8,Intense Hydrating Body - Eight Hour Cream,3.0,,3.2,4.0,13463-67-7,Titanium dioxide
12649,elizabeth arden,5.0,5.0,,5.0,Continuous Moisture Fluid 24H,4.0,,4.0,5.0,13463-67-7,Titanium dioxide
3610,kinerase,4.3,4.3,,4.3,Care Anti-Wrinkle,3.0,,3.1,4.3,2646-17-5,Oil Orange SS
8564,kinerase,,,,3.3,Gentle Foaming Cleanser,2.5,,2.8,3.7,2646-17-5,Oil Orange SS
519,hawaiian tropic,,,,4.7,Aloe Vera After Sun Gel,,,4.3,4.8,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
941,hawaiian tropic,,,,4.0,Sun Protection Lotion SPF 15 - Protective,4.0,,5.0,4.0,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
1031,hawaiian tropic,,,,4.3,Refreshing Gel,,,4.3,4.8,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
4379,hawaiian tropic,,,,4.2,Coconut Oil IP0,4.5,,5.0,4.4,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
6084,hawaiian tropic,,,,4.3,Sun Protection Lotion 15 - Protective,4.4,,4.7,4.6,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
7116,hawaiian tropic,,,,3.7,Tan Amplifier Bronzing Spray,4.3,,4.3,3.7,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
9163,hawaiian tropic,,,,3.9,Aftersun Moisturiser,,,4.0,4.4,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
8188,joico,4.5,4.6,,4.3,Rebuilder Penetrant Deep - K-Pak,3.8,,4.2,4.6,68603-42-9,Cocamide diethanolamine
295,kerastase,4.6,4.8,,4.2,Gelee Fraiche Soleil - Kerastase Soleil,4.4,,4.6,4.8,13463-67-7,Titanium dioxide
1194,kerastase,3.9,4.1,4.3,4.2,Bain de Force - Kerastase Resistance,3.3,4.3,4.3,4.4,13463-67-7,Titanium dioxide
1236,kerastase,3.8,4.0,,4.5,Sailing protector - Kerastase Soleil,3.5,,4.0,4.3,13463-67-7,Titanium dioxide
1400,kerastase,4.0,4.0,4.2,3.9,Bath Scrub Dry Hair - Kerastase Specific,3.3,4.1,3.9,4.2,13463-67-7,Titanium dioxide
2052,kerastase,4.4,4.6,,4.8,Bain Apres-Soleil for All Types of Hair - Kerastase Soleil,4.0,,4.7,4.9,13463-67-7,Titanium dioxide
